iter	Logloss
0	0.6384503021
1	0.5916082741
2	0.5520262543
3	0.5182962152
4	0.4903044319
5	0.4655691875
6	0.4446595761
7	0.4270686988
8	0.4117350809
9	0.3973616546
10	0.38494958
11	0.3747961776
12	0.3653960675
13	0.3572088859
14	0.350200393
15	0.3442427058
16	0.3385799219
17	0.3338585375
18	0.3295858967
19	0.3257067755
20	0.3221402605
21	0.3187824069
22	0.3156714917
23	0.3129114342
24	0.3104089205
25	0.3081912233
26	0.3060285288
27	0.304141672
28	0.302281964
29	0.3006541523
30	0.2990831019
31	0.2975287367
32	0.2961776493
33	0.2949391583
34	0.2937390332
35	0.292656659
36	0.2915426492
37	0.2904681793
38	0.2894974919
39	0.288581307
40	0.2877479729
41	0.2869449917
42	0.2861558236
43	0.2854910077
44	0.2848319844
45	0.284183213
46	0.2836520994
47	0.2830793065
48	0.2825338069
49	0.2820115005
50	0.2815533466
51	0.2811219129
52	0.2806775124
53	0.2802993975
54	0.2799030298
55	0.2795641217
56	0.2792297171
57	0.2788885607
58	0.2785594639
59	0.2782578632
60	0.2779697648
61	0.2777044461
62	0.2774548956
63	0.2772063556
64	0.2769755732
65	0.2767691427
66	0.276567054
67	0.2763794212
68	0.2761783209
69	0.2759893739
70	0.2757899273
71	0.2756158996
72	0.2754556715
73	0.2752985829
74	0.2751403199
75	0.2749839244
76	0.2748413941
77	0.2747098005
78	0.2745631427
79	0.2744325619
80	0.274310644
81	0.2741873388
82	0.2740722565
83	0.2739634362
84	0.2738705603
85	0.2737675545
86	0.2736645787
87	0.2735587624
88	0.2734590987
89	0.2733756776
90	0.2732920294
91	0.2732172111
92	0.2731354497
93	0.2730486568
94	0.2729668898
95	0.2728939208
96	0.2728301079
97	0.2727455771
98	0.2726866929
99	0.2726234222
100	0.2725644771
101	0.2724996655
102	0.2724452828
103	0.2723858857
104	0.2723197865
105	0.2722677362
106	0.272211257
107	0.272160233
108	0.2721135225
109	0.27205714
110	0.2720015319
111	0.2719612235
112	0.2719108321
113	0.2718619961
114	0.2718222407
115	0.2717673531
116	0.2717212075
117	0.2716809765
118	0.2716386489
119	0.2715920957
120	0.2715531716
121	0.2715153847
122	0.2714841047
123	0.2714455438
124	0.2714155995
125	0.2713865565
126	0.2713613122
127	0.2713285358
128	0.2712823955
129	0.271240368
130	0.2712103871
131	0.2711872037
132	0.2711567684
133	0.2711271738
134	0.2711001712
135	0.2710697157
136	0.271043739
137	0.2710077675
138	0.2709816816
139	0.2709552878
140	0.2709300419
141	0.2709079943
142	0.2708851431
143	0.2708605621
144	0.2708319897
145	0.2708090344
146	0.2707868069
147	0.2707626988
148	0.2707286971
149	0.2707017901
150	0.2706838892
151	0.2706539166
152	0.2706337733
153	0.2706042826
154	0.2705880314
155	0.2705683719
156	0.2705502548
157	0.2705286054
158	0.2705118655
159	0.2704938775
160	0.2704701629
161	0.2704328206
162	0.2704174043
163	0.2703853415
164	0.2703677004
165	0.2703507104
166	0.2703331013
167	0.2703175757
168	0.2703036171
169	0.2702718377
170	0.2702559123
171	0.2701836949
172	0.270172221
173	0.2701568681
174	0.2701402349
175	0.2701279185
176	0.2701147629
177	0.270101803
178	0.2700894327
179	0.2700778458
180	0.2700623656
181	0.2700488544
182	0.2700363937
183	0.2700272273
184	0.270014545
185	0.2700006784
186	0.2699886329
187	0.2699771554
188	0.2699663081
189	0.2699553912
190	0.2699457405
191	0.2699335427
192	0.2699210856
193	0.269904586
194	0.2698954741
195	0.2698861243
196	0.2698730536
197	0.2698659792
198	0.2698546483
199	0.2698350847
200	0.2698234335
201	0.2698098128
202	0.2698004547
203	0.2697888825
204	0.2697798893
205	0.2697205366
206	0.2697097995
207	0.2697002321
208	0.2696843477
209	0.2696771964
210	0.2696229923
211	0.269612053
212	0.2696039881
213	0.2695962845
214	0.2695874798
215	0.269581475
216	0.2695710563
217	0.2695590219
218	0.2695470364
219	0.2695197807
220	0.2695121812
221	0.269504943
222	0.2694900833
223	0.2694816674
224	0.2694724439
225	0.2694657368
226	0.269453095
227	0.2694312716
228	0.269420343
229	0.2694110976
230	0.2693904442
231	0.2693722159
232	0.2693677714
233	0.2693563991
234	0.2693512325
235	0.2693379578
236	0.2693253273
237	0.2693167209
238	0.269308976
239	0.2693015324
240	0.2692828003
241	0.269272748
242	0.2692667509
243	0.2692614247
244	0.2692530282
245	0.2692415398
246	0.2692293451
247	0.2692118631
248	0.269203449
249	0.269192445
250	0.2691743523
251	0.2691624497
252	0.2691534112
253	0.2691446423
254	0.2691360215
255	0.2691295886
256	0.2691131383
257	0.2691065037
258	0.2690975869
259	0.2690784781
260	0.2690738136
261	0.2690688857
262	0.2690620842
263	0.2690536805
264	0.2690414288
265	0.2690340298
266	0.2690264831
267	0.2690169465
268	0.2690085301
269	0.2690031389
270	0.2689947803
271	0.2689880524
272	0.2689729636
273	0.2689641672
274	0.2689450761
275	0.2689390693
276	0.2688908376
277	0.2688813966
278	0.2688742351
279	0.2688685554
280	0.2688619888
281	0.2688473945
282	0.2688405901
283	0.2688267105
284	0.2687842365
285	0.268755398
286	0.2687505555
287	0.2687410045
288	0.2687334291
289	0.2687264903
290	0.2687204213
291	0.2687105832
292	0.2687057529
293	0.2687005518
294	0.2686905172
295	0.268652522
296	0.2686465414
297	0.2686129423
298	0.2685872266
299	0.2685751755
300	0.2685667495
301	0.2685607563
302	0.2685375173
303	0.2685241353
304	0.2684764747
305	0.2684694863
306	0.2684372273
307	0.268421447
308	0.2684177741
309	0.2684104575
310	0.2684030242
311	0.268399137
312	0.2683921621
313	0.2683836009
314	0.2683697801
315	0.2683631227
316	0.2683564807
317	0.2683500667
318	0.2683444978
319	0.2683329165
320	0.268323583
321	0.2683181374
322	0.2683115342
323	0.2683044249
324	0.2682964512
325	0.2682905251
326	0.2682786407
327	0.2682706653
328	0.2682494737
329	0.2682211485
330	0.2682174332
331	0.2682112885
332	0.2682042702
333	0.2681983951
334	0.2681911851
335	0.2681870709
336	0.2681809574
337	0.2681750996
338	0.2681578855
339	0.268153141
340	0.2681459395
341	0.2681212491
342	0.2680970112
343	0.2680782201
344	0.2680741703
345	0.2680705148
346	0.2680552488
347	0.2680440148
348	0.2680383515
349	0.2680329412
350	0.2680276607
351	0.2680216324
352	0.2680001839
353	0.2679923756
354	0.2679843509
355	0.2679676494
356	0.2679647602
357	0.2679596458
358	0.2679543232
359	0.2679465051
