iter	Logloss
252	0.269626794
253	0.269611116
254	0.2696046249
255	0.2695950698
256	0.2695873589
257	0.2695616467
258	0.269555888
259	0.2695500416
260	0.2695438581
261	0.2695356517
262	0.2695259798
263	0.2695185745
264	0.2695130138
265	0.2695024642
266	0.2694949412
267	0.2694849299
268	0.269472257
269	0.2694654245
270	0.2694530022
271	0.2694427887
272	0.2694364287
273	0.2694200702
274	0.2694117626
275	0.2693944277
276	0.2693880521
277	0.2693786009
278	0.2693719186
279	0.2693473197
280	0.2693396454
281	0.2693324529
282	0.2693200175
283	0.2693047043
284	0.2692996796
285	0.2692931037
286	0.2692845987
287	0.2692786907
288	0.2692732477
289	0.2692663924
290	0.2692590576
291	0.2692519633
292	0.2692425083
293	0.2692361856
294	0.2692294432
295	0.2692204624
296	0.2691972958
297	0.2691853514
298	0.269174853
299	0.2691355674
300	0.2691165228
301	0.2691113234
302	0.2690947898
303	0.2690833636
304	0.2690774924
305	0.2690217634
306	0.2690146661
307	0.2689756353
308	0.2689706261
309	0.2689642156
310	0.2689577414
311	0.2689403216
312	0.2689322578
313	0.268913913
314	0.2688701815
315	0.2688538633
316	0.2688510191
317	0.2688332951
318	0.2688022139
319	0.2687929315
320	0.2687630429
321	0.2687581047
322	0.2687446389
323	0.2687394064
324	0.268730948
325	0.2687200094
326	0.2687139558
327	0.268709467
328	0.2686962154
329	0.2686905858
330	0.2686853227
331	0.268670857
332	0.2686633946
333	0.2686574841
334	0.2686527485
335	0.2686273596
336	0.2686198352
337	0.2686130824
338	0.2686049154
339	0.2686005304
340	0.2685937147
341	0.2685899995
342	0.2685742798
343	0.2685651295
344	0.2685459238
345	0.2685352486
346	0.268523778
347	0.2685163331
348	0.2684848994
349	0.2684748006
350	0.2684653086
351	0.2684612867
352	0.2684448087
353	0.2684317601
354	0.2684229146
355	0.2684159636
356	0.2684126776
357	0.2683961657
358	0.2683906487
359	0.268382478
360	0.2683781873
361	0.2683712058
362	0.2683501715
363	0.2683457475
364	0.2683405543
365	0.2683366984
366	0.2683316285
367	0.268326259
368	0.268318118
369	0.2683116491
370	0.2682994298
371	0.2682916346
372	0.2682887087
373	0.2682780714
374	0.2682741003
375	0.2682553944
376	0.268246182
377	0.2682401062
378	0.2682268456
379	0.2682154711
380	0.2682118223
381	0.2682032987
382	0.2681880661
383	0.2681758405
384	0.2681669007
385	0.2681589065
386	0.2681530658
387	0.2681480091
388	0.2681391396
389	0.2681288504
390	0.2681204772
391	0.2681136654
392	0.2681044933
393	0.2680950339
394	0.2680874097
395	0.268080542
396	0.2680735307
397	0.2680689602
398	0.2680639477
399	0.2680595304
400	0.2680544606
401	0.2680492841
402	0.2680395837
403	0.2680366114
404	0.268031861
405	0.2680193639
406	0.2680162603
407	0.2680115593
408	0.2680071835
409	0.2679990621
410	0.2679937616
411	0.2679831319
412	0.267977244
413	0.2679674651
414	0.2679581666
415	0.2679436749
416	0.2679275139
417	0.2679224284
418	0.2679161526
419	0.267913201
420	0.2678984724
421	0.2678948642
422	0.26788782
423	0.2678768281
424	0.2678710311
425	0.2678623758
426	0.2678536952
427	0.2678494961
428	0.2678452169
429	0.2678237096
430	0.2678123496
431	0.2678006816
432	0.2677877903
433	0.2677826021
434	0.2677737763
435	0.2677665129
436	0.2677592559
437	0.2677435993
438	0.2677396542
439	0.267732904
440	0.2677267801
441	0.2677219607
442	0.2677151304
443	0.2677093954
444	0.2676976477
445	0.2676939864
446	0.2676847157
447	0.2676786383
448	0.267669988
449	0.2676599193
450	0.2676563296
451	0.2676496626
452	0.2676439063
453	0.2676387704
454	0.2676343169
455	0.2676225711
456	0.2676192952
457	0.2676106995
458	0.267602517
459	0.2675971717
460	0.2675875507
461	0.2675824699
462	0.2675720914
463	0.2675660541
464	0.2675619457
465	0.2675564604
466	0.2675525959
467	0.2675471213
468	0.2675425742
469	0.2675377326
470	0.2675340746
471	0.2675301119
472	0.2675236272
473	0.2675182921
474	0.2675120564
475	0.2675036117
476	0.2674962767
477	0.2674906267
478	0.2674865158
479	0.2674815299
480	0.2674722916
481	0.2674692492
482	0.2674626341
483	0.2674583197
484	0.2674540569
485	0.2674488982
486	0.2674433128
487	0.2674395639
488	0.2674342257
489	0.2674302372
490	0.2674259667
491	0.2674199405
492	0.2674067794
493	0.2674053471
494	0.2673984752
495	0.2673932469
496	0.2673854633
497	0.2673799074
498	0.2673693407
499	0.267366356
500	0.2673609169
501	0.2673564621
502	0.267351762
503	0.2673455295
504	0.2673395296
505	0.2673349666
506	0.2673312902
507	0.2673218364
508	0.2673174403
509	0.2673122395
510	0.2673072309
511	0.2673004647
512	0.2672952629
513	0.2672906089
514	0.2672890865
515	0.2672840339
516	0.2672759663
517	0.2672704036
518	0.2672632556
519	0.2672562808
520	0.2672506159
521	0.2672451335
522	0.2672408541
523	0.2672350892
524	0.2672294772
525	0.2672271658
526	0.2672220275
527	0.2672162908
528	0.2672139331
529	0.2672060379
530	0.2672004513
531	0.2671931692
532	0.2671902508
533	0.2671884752
534	0.2671846814
535	0.2671794824
536	0.2671723369
537	0.2671595931
538	0.2671552354
539	0.2671516473
540	0.2671441781
541	0.2671388783
542	0.2671338923
543	0.2671260321
544	0.2671227659
545	0.2671177056
546	0.2671126406
547	0.2671012155
548	0.2670967398
549	0.2670900828
550	0.2670845152
551	0.2670786637
552	0.2670744521
553	0.267068182
554	0.267065862
555	0.2670615144
556	0.2670563852
557	0.267051063
558	0.2670487169
559	0.2670446492
560	0.2670405405
561	0.2670336295
562	0.2670290649
563	0.267017414
564	0.267011731
565	0.2670071257
566	0.2670028515
567	0.2669992938
568	0.2669974649
569	0.2669918176
570	0.2669870878
571	0.2669858148
572	0.2669814308
573	0.2669782535
574	0.2669747091
575	0.2669697123
576	0.2669658876
577	0.2669633887
578	0.2669585405
579	0.2669533434
580	0.2669486714
581	0.2669439918
582	0.2669390538
583	0.2669328202
584	0.2669294486
585	0.2669259577
586	0.2669218699
587	0.2669168225
588	0.2669114565
589	0.2669079176
590	0.2669042223
591	0.2668980979
592	0.2668943012
593	0.2668903701
594	0.2668858612
595	0.266880787
596	0.2668746447
597	0.2668724343
598	0.2668712591
599	0.266866433
600	0.266864629
601	0.2668606251
602	0.2668562194
603	0.2668496382
604	0.266845733
605	0.2668401639
606	0.2668368831
607	0.2668321919
608	0.2668284356
609	0.2668243454
610	0.2668198404
611	0.2668137446
612	0.2668072748
613	0.2668023335
614	0.2667980387
615	0.2667941826
616	0.2667912118
617	0.2667842056
618	0.2667799156
619	0.2667745204
620	0.2667712782
621	0.2667660633
622	0.2667613391
623	0.2667557295
624	0.2667525507
625	0.2667481011
626	0.2667468723
627	0.2667406219
628	0.2667353419
629	0.2667295274
630	0.2667246984
631	0.2667209339
632	0.2667162152
633	0.2667126316
634	0.2667088681
635	0.2667062618
636	0.2667026322
637	0.266699002
638	0.2666940131
639	0.2666897577
640	0.2666859978
641	0.2666819677
642	0.2666784168
643	0.2666752333
644	0.2666736007
645	0.2666698423
646	0.2666659617
647	0.2666614993
648	0.2666575733
649	0.2666531881
650	0.266647398
651	0.2666422662
652	0.2666370467
653	0.2666320866
654	0.2666276171
655	0.2666257895
656	0.2666228456
657	0.266616221
658	0.266612779
659	0.2666083699
660	0.2666046655
661	0.2665989503
662	0.2665962485
663	0.2665913479
664	0.2665866236
665	0.2665832171
666	0.2665801506
667	0.2665762854
668	0.266574263
669	0.2665714208
670	0.266568324
671	0.2665668931
672	0.2665618332
673	0.266558924
674	0.2665545885
675	0.2665500198
676	0.2665458125
677	0.2665411547
678	0.2665372831
679	0.2665359439
680	0.2665326601
681	0.2665288418
682	0.2665244787
683	0.2665210388
684	0.2665163583
685	0.2665147183
686	0.2665110146
687	0.2665078489
688	0.2665047519
689	0.2665010433
690	0.266497526
691	0.2664924758
692	0.2664892072
693	0.2664857716
694	0.2664820025
695	0.2664690723
696	0.2664656413
697	0.266462411
698	0.2664533073
699	0.2664501996
700	0.2664466024
701	0.2664422787
702	0.2664361381
703	0.2664318138
704	0.2664269715
705	0.2664253139
706	0.2664198979
707	0.2664159326
708	0.2664127952
709	0.2664078698
710	0.266404948
711	0.2663993402
712	0.2663963762
713	0.2663937405
714	0.2663909467
715	0.2663889089
716	0.2663833791
717	0.266378493
718	0.2663752353
719	0.2663679278
720	0.2663636899
721	0.266359846
722	0.2663566296
723	0.266350263
724	0.2663468921
725	0.2663433322
726	0.266339533
727	0.2663364579
728	0.2663269729
729	0.2663247408
730	0.2663197301
731	0.2663157739
732	0.2663108881
733	0.2663078233
734	0.2663053377
735	0.2663025539
736	0.2662970627
737	0.2662938618
738	0.2662882705
739	0.2662830002
740	0.2662804896
741	0.2662754695
742	0.2662716644
743	0.2662681397
744	0.2662622049
745	0.2662596011
746	0.266256798
747	0.2662561069
748	0.2662520975
749	0.2662480618
750	0.2662418052
751	0.2662391317
752	0.2662356571
753	0.2662317984
754	0.2662294849
755	0.2662239227
756	0.2662206865
757	0.266215446
758	0.2662049694
759	0.2662013733
760	0.2661931794
761	0.266189349
762	0.2661837379
763	0.2661819271
764	0.2661802578
765	0.2661759956
766	0.2661709133
767	0.2661662206
768	0.2661622387
769	0.2661610086
770	0.2661548359
771	0.2661508151
772	0.2661437607
773	0.2661401172
774	0.2661366941
775	0.2661335212
776	0.2661299449
777	0.2661266451
778	0.2661222955
779	0.2661213057
780	0.2661177228
781	0.2661127005
782	0.2661066901
783	0.266102952
784	0.2661001252
785	0.2660966005
786	0.2660929331
787	0.2660910415
788	0.2660865149
789	0.2660832972
790	0.2660791525
791	0.2660738479
792	0.2660696509
793	0.2660683943
794	0.2660647819
795	0.2660609895
796	0.2660599057
797	0.2660572116
798	0.2660571917
799	0.2660565249
800	0.2660527498
801	0.2660496543
802	0.2660459178
803	0.2660418324
804	0.2660381442
805	0.2660343168
806	0.2660289372
807	0.2660248906
808	0.2660205507
809	0.266016052
810	0.2660116769
811	0.2660067509
812	0.2660041218
813	0.2659992623
814	0.2659959568
815	0.2659924407
816	0.2659894964
817	0.2659877048
818	0.2659841848
819	0.2659804194
820	0.2659740949
821	0.2659697
822	0.2659679243
823	0.2659637709
824	0.2659604523
825	0.2659565943
826	0.2659535995
827	0.2659494272
828	0.2659454247
829	0.265942265
830	0.2659384784
831	0.2659314393
832	0.2659253197
833	0.2659221845
834	0.2659202582
835	0.2659186382
836	0.2659154825
837	0.2659117414
838	0.2659084961
839	0.2659042469
840	0.265900983
841	0.2658945531
842	0.2658918945
843	0.2658867584
844	0.2658822925
845	0.2658785695
846	0.2658717003
847	0.2658695973
848	0.2658670496
849	0.2658628385
850	0.2658594567
851	0.2658555233
852	0.2658552037
853	0.2658515595
854	0.2658493255
855	0.2658443198
856	0.2658408104
857	0.2658355786
858	0.2658310961
859	0.2658280566
860	0.265827156
861	0.2658246486
862	0.2658205504
863	0.2658139574
864	0.2658091855
865	0.2658043306
866	0.2658013528
867	0.2657976998
868	0.2657957247
869	0.2657933099
870	0.2657894544
871	0.2657865045
872	0.2657831509
873	0.2657806124
874	0.2657759639
875	0.2657713757
876	0.2657681891
877	0.2657643445
878	0.2657619603
879	0.2657593256
880	0.2657548642
881	0.2657503961
882	0.2657495897
883	0.2657460721
884	0.2657427319
885	0.265739432
886	0.2657343572
887	0.2657309512
888	0.2657269068
889	0.2657230166
890	0.2657201633
891	0.265716263
892	0.2657137306
893	0.2657092833
894	0.2657052181
895	0.2657017292
896	0.2656977147
897	0.26569599
898	0.2656917243
899	0.2656841578
900	0.2656802484
901	0.2656795074
902	0.2656761724
903	0.2656723403
904	0.2656681246
905	0.2656641373
906	0.2656593532
907	0.2656563434
908	0.2656531637
909	0.265649122
910	0.2656466143
911	0.2656448017
912	0.2656409221
913	0.2656365798
914	0.2656333466
915	0.2656305666
916	0.265625949
917	0.2656212512
918	0.2656167673
919	0.2656109349
920	0.265606818
921	0.2656036
922	0.2656009711
923	0.2655984997
924	0.2655952376
925	0.265590768
926	0.2655862972
927	0.2655843999
928	0.2655814789
929	0.2655761849
930	0.2655738161
931	0.2655705128
932	0.265566501
933	0.2655627959
934	0.2655596219
935	0.2655547073
936	0.265554184
937	0.2655500368
938	0.2655459365
939	0.2655434218
940	0.2655388384
941	0.2655350304
942	0.2655316193
943	0.2655282254
944	0.2655274492
945	0.2655243317
946	0.2655231204
947	0.2655189647
948	0.2655155897
949	0.2655116657
950	0.2655086681
951	0.2655056379
952	0.2655018869
953	0.2654985764
954	0.2654960938
955	0.2654922578
956	0.2654900177
957	0.265488743
958	0.2654871264
959	0.2654836693
960	0.2654804669
961	0.2654764634
962	0.2654749683
963	0.2654732561
964	0.2654682416
965	0.265465693
966	0.2654614138
967	0.2654605478
968	0.2654565634
969	0.2654515232
970	0.2654484686
971	0.2654446608
972	0.2654439044
973	0.2654404532
974	0.2654361004
975	0.2654327998
976	0.2654293517
977	0.2654245042
978	0.2654210968
979	0.2654167796
980	0.2654129963
981	0.2654118731
982	0.2654086595
983	0.2654034884
984	0.2654020527
985	0.2654014074
986	0.2653999701
987	0.265398793
988	0.2653942624
989	0.2653891502
990	0.2653876297
991	0.2653841602
992	0.2653835772
993	0.2653791723
994	0.2653786149
995	0.2653750437
996	0.2653719069
997	0.2653683664
998	0.2653647859
999	0.2653625842
1000	0.2653599255
1001	0.2653594687
1002	0.265356438
1003	0.2653526199
1004	0.2653493792
1005	0.2653459377
1006	0.2653439082
1007	0.2653416824
1008	0.2653382167
1009	0.26533356
1010	0.2653308304
1011	0.2653266727
1012	0.2653240324
1013	0.2653197187
1014	0.2653160078
1015	0.2653124504
1016	0.2653105156
1017	0.2653084163
1018	0.2653048274
1019	0.2653016519
1020	0.2652996135
1021	0.265296093
1022	0.2652919925
1023	0.2652900277
1024	0.265287537
1025	0.2652866512
1026	0.2652835634
1027	0.2652830213
1028	0.2652814134
1029	0.2652781525
1030	0.2652764962
1031	0.2652722484
1032	0.26526948
1033	0.2652665789
1034	0.2652638821
1035	0.2652620634
1036	0.2652591403
1037	0.2652560901
1038	0.2652525591
1039	0.2652499103
1040	0.2652467566
1041	0.2652435081
1042	0.2652406988
1043	0.265238265
1044	0.2652374348
1045	0.2652359272
1046	0.2652343541
1047	0.2652293539
1048	0.2652256925
1049	0.2652234538
1050	0.265220376
1051	0.2652177607
1052	0.2652166641
1053	0.2652132361
1054	0.265209563
1055	0.2652093265
1056	0.2652067842
1057	0.2652008241
1058	0.2651980528
1059	0.2651952702
1060	0.2651907629
1061	0.2651891864
1062	0.2651865063
1063	0.2651842377
1064	0.2651795743
1065	0.2651769307
1066	0.2651736578
1067	0.2651687389
1068	0.2651665604
1069	0.2651634514
1070	0.2651586868
1071	0.2651574213
1072	0.2651562312
1073	0.2651531581
1074	0.2651505314
1075	0.2651480262
1076	0.2651446938
1077	0.2651438905
1078	0.2651421025
1079	0.2651404342
1080	0.2651364757
1081	0.2651336083
1082	0.2651310363
1083	0.2651289119
1084	0.2651268985
1085	0.2651239853
1086	0.2651200286
1087	0.2651153998
1088	0.265111342
1089	0.2651100972
1090	0.265109347
1091	0.2651074541
1092	0.2651040087
1093	0.2651007303
1094	0.2650984273
1095	0.2650952025
1096	0.2650909582
1097	0.2650899497
1098	0.265085763
1099	0.2650848587
1100	0.2650804374
1101	0.265076423
1102	0.2650738478
1103	0.2650683894
1104	0.265063459
1105	0.2650597121
1106	0.2650568069
1107	0.2650519928
1108	0.2650498198
1109	0.26504518
1110	0.2650439001
1111	0.2650424037
1112	0.2650401323
1113	0.2650365885
1114	0.2650331079
1115	0.2650302453
1116	0.2650290099
1117	0.265027359
1118	0.2650240872
1119	0.2650210578
1120	0.2650172106
1121	0.2650137648
1122	0.2650105708
1123	0.2650073515
1124	0.2650052274
1125	0.2650012969
1126	0.2649993492
1127	0.2649964217
1128	0.2649897526
1129	0.2649868473
1130	0.2649833836
1131	0.2649810638
1132	0.2649788854
1133	0.2649764904
1134	0.2649731604
1135	0.2649711202
1136	0.2649690904
1137	0.2649648263
1138	0.2649617469
1139	0.2649598626
1140	0.2649588041
1141	0.2649543502
1142	0.2649515034
1143	0.2649494689
1144	0.2649483694
1145	0.2649440955
1146	0.264942133
1147	0.2649402044
1148	0.2649374495
1149	0.2649366262
1150	0.2649313523
1151	0.2649263575
1152	0.2649227698
1153	0.264920799
1154	0.264917001
1155	0.2649148694
1156	0.2649129188
1157	0.2649112922
1158	0.2649093033
1159	0.2649090364
1160	0.2649054201
1161	0.2649029221
1162	0.264898993
1163	0.2648961748
1164	0.2648920108
1165	0.2648882939
1166	0.2648828468
1167	0.2648815985
1168	0.2648783821
1169	0.2648762953
1170	0.2648722184
1171	0.2648700725
1172	0.2648694215
1173	0.2648661294
1174	0.2648633649
1175	0.2648602754
1176	0.264858187
1177	0.2648555535
1178	0.2648517759
1179	0.2648490873
1180	0.2648456652
1181	0.2648420681
1182	0.2648390331
1183	0.2648353873
1184	0.2648313567
1185	0.264828764
1186	0.264825227
1187	0.264819434
1188	0.2648156559
1189	0.2648121048
1190	0.2648108858
1191	0.2648093142
1192	0.2648060217
1193	0.264804627
1194	0.264801336
1195	0.2647973217
1196	0.2647959402
1197	0.2647944792
1198	0.2647920767
1199	0.2647895465
1200	0.2647868264
1201	0.2647862077
1202	0.2647844629
1203	0.2647833759
1204	0.264780088
1205	0.264777032
1206	0.2647766633
1207	0.2647742018
1208	0.2647722928
1209	0.2647665305
1210	0.264763002
1211	0.2647607985
1212	0.264757366
1213	0.2647544157
1214	0.2647520979
1215	0.2647500746
1216	0.2647476448
1217	0.2647434749
1218	0.2647419271
1219	0.26473783
1220	0.2647340907
1221	0.2647303115
1222	0.2647266363
1223	0.2647234555
1224	0.2647193417
1225	0.2647161106
1226	0.2647158497
1227	0.2647125164
1228	0.2647095316
1229	0.2647062998
1230	0.2647029232
1231	0.2646998841
1232	0.2646961084
